220,"$77,448 ","01034 / 2,061",,01034,1034,42.06,-72.86,,"$77,448 ",01034,42.06,-72.86
221,"$77,440 ","02045 / 10,324",,02045,2045,42.3,-70.9,,"$77,440 ",02045,42.3,-70.9
222,"$77,434 ","02777 / 15,997",,02777,2777,41.75,-71.18,,"$77,434 ",02777,41.75,-71.18
223,"$77,411 ","01330 / 1,596",,01330,1330,42.53,-72.78,,"$77,411 ",01330,42.53,-72.78
224,"$77,404 ","01923 / 26,963",,01923,1923,42.57,-70.95,,"$77,404 ",01923,42.57,-70.95
225,"$76,979 ","01542 / 1,747",,01542,1542,42.2,-71.9,,"$76,979 ",01542,42.2,-71.9
226,"$76,925 ","02360 / 57,275",,02360,2360,41.95,-70.66,,"$76,925 ",02360,41.95,-70.66
227,"$76,879 ","01826 / 30,315",,01826,1826,42.68,-71.3,,"$76,879 ",01826,42.68,-71.3
228,"$76,607 ","02738 / 4,935",,02738,2738,41.7,-70.76,,"$76,607 ",02738,41.7,-70.76
229,"$76,494 ","02382 / 14,643",,02382,2382,42.08,-70.93,,"$76,494 ",02382,42.08,-70.93
230,"$76,463 ","01913 / 16,554",,01913,1913,42.85,-70.92,,"$76,463 ",01913,42.85,-70.92
231,"$76,346 ","01237 / 2,735",,01237,1237,42.51,-73.22,,"$76,346 ",01237,42.51,-73.22
232,"$76,218 ","02180 / 21,611",,02180,2180,42.47,-71.09,,"$76,218 ",02180,42.47,-71.09
233,"$76,141 ","01906 / 27,369",,01906,1906,42.46,-71.01,,"$76,141 ",01906,42.46,-71.01
234,"$75,995 ","01952 / 8,495",,01952,1952,42.83,-70.84,,"$75,995 ",01952,42.83,-70.84
235,"$75,776 ","01354 / 1,573",,01354,1354,42.62,-72.51,,"$75,776 ",01354,42.62,-72.51
236,"$75,727 ","02346 / 23,541",,02346,2346,41.86,-70.9,,"$75,727 ",02346,41.86,-70.9
237,"$75,658 ","02140 / 17,894",,02140,2140,42.39,-71.13,,"$75,658 ",02140,42.39,-71.13
238,"$75,657 ","02726 / 15,633",,02726,2726,41.73,-71.15,,"$75,657 ",02726,41.73,-71.15
239,"$75,183 ","01537 / 2,392",,01537,1537,42.16,-71.88,,"$75,183 ",01537,42.16,-71.88
240,"$75,000 ",01355 / 981,,01355,1355,42.5,-72.33,,"$75,000 ",01355,42.5,-72.33
241,"$74,963 ","01128 / 2,568",,01128,1128,42.09,-72.49,,"$74,963 ",01128,42.09,-72.49
242,"$74,737 ","01035 / 5,285",,01035,1035,42.35,-72.58,,"$74,737 ",01035,42.35,-72.58
